               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.036528,            0.024879,           0.0051121,             0.61263,             0.45145,             0.47395,             0.24917,            0.051786,            0.017766,             0.02527,           0.0069904,           0.0069904,           0.0069904
                 154,            0.036195,             0.02373,           0.0036966,             0.54402,             0.45017,             0.43923,             0.22009,            0.054385,            0.017719,            0.027523,           0.0069706,           0.0069706,           0.0069706
                 155,            0.036441,            0.024238,           0.0039561,             0.57606,             0.47698,             0.46651,             0.23686,            0.052025,            0.017943,            0.028639,           0.0069508,           0.0069508,           0.0069508
                 156,            0.036111,            0.024382,           0.0036125,             0.53381,              0.4887,             0.47229,             0.24544,            0.053089,            0.018055,            0.024796,            0.006931,            0.006931,            0.006931
                 157,            0.035954,            0.023869,           0.0039107,             0.52662,             0.45053,              0.4371,              0.2241,            0.052045,            0.017886,            0.025068,           0.0069112,           0.0069112,           0.0069112
                 158,            0.035534,             0.02408,           0.0036223,             0.54889,             0.44209,              0.4455,             0.23405,            0.052178,            0.017901,            0.028784,           0.0068914,           0.0068914,           0.0068914
                 159,            0.035838,            0.024141,            0.004569,              0.5112,             0.44865,             0.42711,             0.22384,            0.052521,             0.01769,            0.028237,           0.0068716,           0.0068716,           0.0068716
                 160,            0.036215,            0.023733,           0.0038983,             0.48434,             0.49113,             0.43477,             0.22528,            0.052825,            0.017835,            0.026553,           0.0068518,           0.0068518,           0.0068518
                 161,            0.035427,            0.023728,           0.0038952,             0.53114,             0.43304,             0.42369,             0.21792,            0.052506,            0.017677,            0.026623,            0.006832,            0.006832,            0.006832
                 162,            0.035226,            0.024104,           0.0040612,             0.53331,             0.41397,             0.42141,              0.2195,            0.052755,             0.01796,              0.0282,           0.0068122,           0.0068122,           0.0068122
                 163,            0.036403,            0.023546,           0.0046241,             0.50366,             0.45599,             0.41773,             0.21852,            0.052882,            0.017787,            0.032816,           0.0067924,           0.0067924,           0.0067924
                 164,            0.035564,            0.024573,           0.0043835,             0.53568,             0.42805,              0.4206,             0.22818,            0.051797,            0.017758,            0.033538,           0.0067726,           0.0067726,           0.0067726
                 165,            0.035629,             0.02378,           0.0039547,             0.55239,             0.43197,             0.43005,             0.23027,            0.052288,            0.017966,            0.029828,           0.0067528,           0.0067528,           0.0067528
                 166,            0.035868,            0.023997,           0.0045461,             0.58462,             0.42075,             0.43515,             0.22619,            0.052338,            0.017935,            0.031098,            0.006733,            0.006733,            0.006733
                 167,            0.035133,            0.023231,           0.0037618,              0.5112,             0.46033,             0.45087,             0.23261,            0.052323,            0.018024,             0.02951,           0.0067132,           0.0067132,           0.0067132
                 168,            0.035234,            0.024504,           0.0037775,             0.52078,             0.44775,             0.43336,             0.22812,            0.053107,            0.018045,            0.031607,           0.0066934,           0.0066934,           0.0066934
                 169,            0.034724,             0.02365,           0.0036117,             0.55362,             0.46162,              0.4432,              0.2367,            0.053411,            0.017904,            0.031108,           0.0066736,           0.0066736,           0.0066736
                 170,            0.034264,            0.023568,           0.0034656,             0.58206,             0.40423,             0.43119,             0.23027,            0.053348,            0.018035,            0.030757,           0.0066538,           0.0066538,           0.0066538
                 171,            0.034924,            0.023587,           0.0032706,             0.54678,             0.47107,             0.44537,             0.24175,            0.052147,            0.017967,            0.030797,            0.006634,            0.006634,            0.006634
                 172,            0.034901,            0.023932,           0.0042628,             0.49313,             0.46776,             0.43529,             0.23069,            0.051303,            0.018074,            0.032045,           0.0066142,           0.0066142,           0.0066142
                 173,            0.034568,            0.023435,           0.0036583,             0.55507,             0.47091,             0.45012,              0.2416,            0.053372,            0.018195,             0.03057,           0.0065944,           0.0065944,           0.0065944
                 174,            0.034745,            0.023105,           0.0041809,             0.54264,             0.46159,             0.42662,             0.22674,            0.054188,             0.01761,            0.033111,           0.0065746,           0.0065746,           0.0065746
                 175,            0.035266,            0.023742,           0.0045661,             0.50937,             0.44649,             0.43732,             0.23652,            0.053071,            0.017842,            0.030388,           0.0065548,           0.0065548,           0.0065548
                 176,            0.035714,            0.023752,           0.0040066,             0.55575,             0.43751,             0.45093,             0.24533,            0.051946,              0.0178,            0.028208,            0.006535,            0.006535,            0.006535
                 177,            0.035732,            0.023645,           0.0043858,             0.52939,             0.47341,             0.45222,             0.24265,            0.052458,            0.017747,            0.026951,           0.0065152,           0.0065152,           0.0065152
                 178,            0.035716,            0.024386,           0.0047682,             0.55834,             0.43824,             0.43872,             0.23874,            0.051936,            0.017804,            0.026835,           0.0064954,           0.0064954,           0.0064954
                 179,            0.035522,            0.023936,           0.0044936,             0.49794,               0.459,             0.42853,              0.2309,            0.052322,            0.017881,            0.030458,           0.0064756,           0.0064756,           0.0064756
                 180,             0.03559,            0.023829,           0.0039603,             0.50718,             0.45345,             0.43479,             0.23193,            0.052418,            0.018093,            0.031843,           0.0064558,           0.0064558,           0.0064558
                 181,            0.034489,            0.023779,           0.0040117,             0.53579,             0.48622,             0.44037,             0.22791,            0.051794,            0.017858,            0.028559,            0.006436,            0.006436,            0.006436
                 182,            0.034994,            0.023707,           0.0036787,             0.53262,             0.45625,             0.42344,             0.21603,            0.053328,            0.018019,            0.028995,           0.0064162,           0.0064162,           0.0064162
                 183,            0.034574,            0.023356,           0.0040905,             0.50879,              0.4746,             0.42383,             0.21806,            0.052362,            0.017829,            0.030576,           0.0063964,           0.0063964,           0.0063964
                 184,            0.033926,            0.023729,           0.0036778,             0.56816,             0.45594,             0.44421,             0.22729,            0.052964,            0.017781,            0.029455,           0.0063766,           0.0063766,           0.0063766
                 185,            0.035115,            0.023192,           0.0041627,             0.49682,             0.48194,             0.43835,             0.22797,            0.052916,            0.017999,            0.030352,           0.0063568,           0.0063568,           0.0063568
                 186,            0.034036,            0.022889,           0.0036461,             0.48167,             0.49314,             0.43642,             0.23009,            0.052833,            0.017852,            0.031015,            0.006337,            0.006337,            0.006337
                 187,            0.035081,            0.023326,           0.0040097,              0.5216,             0.43805,             0.43847,             0.23253,            0.052636,            0.017843,            0.027379,           0.0063172,           0.0063172,           0.0063172
                 188,            0.034043,             0.02292,           0.0037223,             0.55635,             0.42584,             0.44382,             0.24155,            0.052788,            0.017715,            0.031365,           0.0062974,           0.0062974,           0.0062974
                 189,            0.033854,            0.023298,           0.0030254,             0.57561,             0.42396,              0.4356,             0.23076,            0.052786,             0.01762,            0.032725,           0.0062776,           0.0062776,           0.0062776
                 190,            0.033083,            0.023885,            0.002691,             0.51974,             0.43633,             0.42185,             0.22623,            0.052812,            0.017875,            0.034363,           0.0062578,           0.0062578,           0.0062578
                 191,             0.03301,            0.022208,           0.0033443,             0.54566,              0.4139,             0.44229,             0.23816,            0.053412,            0.017755,            0.031193,            0.006238,            0.006238,            0.006238
                 192,             0.03381,            0.022599,           0.0033083,             0.54114,             0.46134,             0.44513,             0.23555,            0.053264,             0.01781,              0.0303,           0.0062182,           0.0062182,           0.0062182
                 193,            0.033204,            0.022699,           0.0028826,             0.58417,              0.4399,             0.43551,              0.2262,            0.053018,            0.017821,            0.032825,           0.0061984,           0.0061984,           0.0061984
